visita_id,preso_id,preso_documento,preso_nombres,preso_apellidos,preso_fecha_nacimiento,preso_delito,preso_estado,preso_celda,preso_patio,preso_fecha_ingreso,visitante_nombre,visitante_documento,visita_fecha,visita_hora,visita_estado,visita_motivo_denegacion,guardia_id,guardia_documento,guardia_nombres,guardia_apellidos,guardia_rango,guardia_turno,guardia_patio,guardia_zona,guardia_estado,hubo_incidente,incidente_id,incidente_tipo,incidente_descripcion,incidente_fecha,incidente_hora,incidente_estado
7346,147,154308262,Maria,Herrera Torres,1995-04-20,Estafa,ACTIVO,E036,Patio 5,2021-02-28,Luis Vega,213929772,2024-09-12,20:00:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7347,27,601463916,Jhon,Lopez Mora,1989-04-24,Concierto para delinquir,ACTIVO,C024,Patio 3,2020-08-11,David Ruiz,841805482,2023-12-23,12:15:00,PENDIENTE,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
7348,115,857429971,Camilo,Ramos Parra,1981-03-07,Extorsion,SINDICADO,A038,Patio 4,2021-01-25,Carlos Mendoza,823986487,2023-03-22,18:30:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
7349,144,1050705815,Liliana,Pineda Sanchez,1997-05-25,Violencia intrafamiliar,CONDENADO,B032,Patio 1,2022-01-28,Viviana Montoya,302311957,2023-05-21,21:00:00,FINALIZADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,SI,1434,Dano a instalaciones,Se reportó daño al mobiliario del área de visitas,2023-05-21,10:00:00,RESUELTO
7350,46,766430218,Dario,Flores Herrera,1998-10-13,Hurto calificado,LIBERADO,B006,Patio 4,2020-02-20,Hernan Zapata,319661443,2023-07-15,14:30:00,APROBADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
7351,117,945805127,Olga,Aguilar Garcia,1972-09-08,Terrorismo,ACTIVO,D031,Patio 5,2022-09-29,Hector Castillo,506663650,2024-01-18,18:15:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
7352,90,477753674,Edison,Diaz Aguilar,1973-10-02,Secuestro,ACTIVO,E025,Patio 2,2021-10-08,Cesar Ruiz,577468473,2024-12-05,19:45:00,RECHAZADA,Documentos incompletos,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
7353,19,624636385,Luis,Ramirez Ortiz,1999-06-01,Fraude procesal,CONDENADO,B022,Patio 1,2021-05-08,Miguel Romero,123338863,2024-04-20,21:30:00,PERMITIDA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
7354,90,477753674,Edison,Diaz Aguilar,1973-10-02,Secuestro,ACTIVO,E025,Patio 2,2021-10-08,Carolina Vega,312207038,2024-04-06,10:30:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,SI,1435,Introduccion de elementos prohibidos,Se detectó intento de introducción de sustancias prohibidas,2024-04-06,12:45:00,RESUELTO
7355,5,507943839,Miguel,Reyes Reyes,1987-01-30,Secuestro,CONDENADO,E027,Patio 4,2020-09-12,Monica Ramirez,716717907,2024-07-23,14:45:00,CANCELADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7356,47,292587044,Dario,Cruz Ramos,1995-12-26,Concierto para delinquir,TRASLADADO,B024,Patio 3,2020-11-22,Rafael Buitrago,853351755,2024-12-29,18:15:00,PENDIENTE,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
7357,89,428786222,Hernan,Cano Ortiz,1981-03-24,Abuso sexual,SINDICADO,C029,Patio 5,2021-11-08,Andres Ruiz,1027715671,2023-02-16,12:00:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
7358,100,357553274,Oscar,Montoya Martinez,1967-01-08,Trafico de estupefacientes,SINDICADO,E017,Patio 5,2022-08-20,Miguel Castillo,955425849,2024-11-03,12:30:00,DENEGADA,Documentos incompletos,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7359,111,806157458,Esperanza,Diaz Ramos,1962-06-07,Extorsion,SINDICADO,D040,Patio 4,2022-06-24,David Bedoya,912167604,2023-06-19,13:30:00,CANCELADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
7360,5,507943839,Miguel,Reyes Reyes,1987-01-30,Secuestro,CONDENADO,E027,Patio 4,2020-09-12,Esperanza Castro,858574272,2023-01-14,12:30:00,DENEGADA,Cupo maximo alcanzado,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
7361,113,130998324,Hector,Munar Herrera,1991-11-03,Hurto calificado,ACTIVO,A004,Patio 5,2022-04-15,Dario Ruiz,423319010,2023-03-08,12:45:00,APROBADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
7362,119,588922557,Sandra,Moreno Rios,1970-09-17,Estafa,ACTIVO,E039,Patio 4,2020-03-30,Olga Sanchez,436743486,2024-05-10,10:00:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
7363,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Nelson Rodriguez,756547704,2023-10-05,13:15:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7364,36,356287095,Rodrigo,Chavez Torres,1990-02-16,Concierto para delinquir,ACTIVO,C001,Patio 1,2020-01-20,Edison Flores,146479114,2024-09-07,15:15:00,APROBADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,SI,1436,Introduccion de elementos prohibidos,Se detectó intento de introducción de sustancias prohibidas,2024-09-07,20:00:00,RESUELTO
7365,93,487493096,Oscar,Mendoza Garcia,1991-10-05,Abuso sexual,ACTIVO,A012,Patio 1,2021-08-21,Jhon Bedoya,974319707,2023-09-22,13:00:00,APROBADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1437,Rina entre internos,Se encontró un celular durante la requisa al visitante,2023-09-22,16:30:00,RESUELTO
7366,94,848846217,Jose,Lozano Molina,1982-01-07,Homicidio,TRASLADADO,D027,Patio 3,2022-08-19,Rodrigo Rios,361666154,2024-08-20,21:45:00,PENDIENTE,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7367,89,428786222,Hernan,Cano Ortiz,1981-03-24,Abuso sexual,SINDICADO,C029,Patio 5,2021-11-08,Edison Zapata,885975838,2023-09-15,12:30:00,PENDIENTE,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
7368,36,356287095,Rodrigo,Chavez Torres,1990-02-16,Concierto para delinquir,ACTIVO,C001,Patio 1,2020-01-20,Paola Perez,296040641,2024-08-30,13:30:00,PERMITIDA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
7369,135,1070022337,Hector,Pineda Gonzalez,1973-11-09,Fabricacion de explosivos,SINDICADO,D029,Patio 3,2020-09-26,Xiomara Guerrero,1097591099,2023-03-16,21:00:00,FINALIZADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7370,150,115956152,Diana,Herrera Cano,1974-07-10,Trafico de estupefacientes,ACTIVO,A014,Patio 2,2022-05-12,Fabian Flores,770057403,2023-10-04,10:15:00,CANCELADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
7371,147,154308262,Maria,Herrera Torres,1995-04-20,Estafa,ACTIVO,E036,Patio 5,2021-02-28,Camilo Bedoya,1021276778,2024-11-14,16:45:00,PERMITIDA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,1438,Incendio provocado,El guardia intervino para separar a dos internos en conflicto,2024-11-14,19:15:00,PENDIENTE
7372,83,289125618,Jhon,Salcedo Pineda,1972-02-12,Estafa,CONDENADO,D018,Patio 4,2022-08-10,Wilson Gutierrez,862528846,2023-01-24,17:30:00,FINALIZADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7373,73,190137896,Jairo,Ruiz Torres,1998-11-19,Violencia intrafamiliar,ACTIVO,B027,Patio 4,2021-11-01,Hernan Martinez,114382749,2024-03-20,11:15:00,CANCELADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7374,87,654724287,Ivan,Perez Herrera,1992-04-19,Lavado de activos,SINDICADO,E035,Patio 2,2022-09-02,Fabian Sanchez,189679093,2023-06-14,13:00:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,SI,1439,Infraccion disciplinaria,El visitante fue retirado por alterar el orden en visitas,2023-06-14,19:30:00,RESUELTO
7375,112,916033628,Juan,Jimenez Aguilar,1984-08-20,Hurto calificado,TRASLADADO,C033,Patio 4,2020-09-05,Wilson Guerrero,980963224,2024-01-14,21:30:00,FINALIZADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1440,Motin,El guardia intervino para separar a dos internos en conflicto,2024-01-14,21:15:00,PENDIENTE
7376,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Felipe Garcia,592257674,2023-11-24,17:00:00,APROBADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7377,94,848846217,Jose,Lozano Molina,1982-01-07,Homicidio,TRASLADADO,D027,Patio 3,2022-08-19,Rafael Rios,641637117,2024-02-18,17:30:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,1441,Trafico interno de sustancias,Se detectó tráfico de mensajes entre internos de distintos patios,2024-02-18,15:15:00,EN_PROCESO
7378,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Carolina Medina,851734548,2024-01-28,20:15:00,PERMITIDA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
7379,26,360916298,Luz,Ramos Moreno,1964-03-25,Homicidio,CONDENADO,C011,Patio 4,2022-04-21,Gloria Molina,438709349,2023-05-06,20:45:00,PERMITIDA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7380,119,588922557,Sandra,Moreno Rios,1970-09-17,Estafa,ACTIVO,E039,Patio 4,2020-03-30,David Perez,159783855,2023-11-14,08:45:00,APROBADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1442,Dano a instalaciones,Se encontró un celular durante la requisa al visitante,2023-11-14,16:45:00,PENDIENTE
7381,109,454123990,Liliana,Rios Ospina,1972-12-05,Concierto para delinquir,TRASLADADO,E035,Patio 5,2020-03-16,Viviana Castro,401399928,2024-02-23,15:45:00,RECHAZADA,Visitante en lista de restriccion,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
7382,150,115956152,Diana,Herrera Cano,1974-07-10,Trafico de estupefacientes,ACTIVO,A014,Patio 2,2022-05-12,Liliana Castro,865808329,2023-06-08,11:30:00,PERMITIDA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,SI,1443,Incendio provocado,Se detectó intento de introducción de sustancias prohibidas,2023-06-08,16:30:00,PENDIENTE
7383,135,1070022337,Hector,Pineda Gonzalez,1973-11-09,Fabricacion de explosivos,SINDICADO,D029,Patio 3,2020-09-26,Felipe Martinez,636597906,2024-05-23,17:30:00,FINALIZADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7384,56,813962536,Patricia,Mora Acosta,2000-06-30,Hurto calificado,CONDENADO,B038,Patio 4,2020-01-01,Juan Ramirez,157146408,2024-12-17,11:45:00,PENDIENTE,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7385,121,139749508,Jose,Cardenas Cano,1974-11-22,Fraude procesal,ACTIVO,C033,Patio 1,2022-12-13,Claudia Jimenez,403607014,2024-03-11,15:45:00,DENEGADA,Documentos incompletos,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
7386,86,295249057,Martha,Jimenez Reyes,1995-10-15,Secuestro,ACTIVO,D033,Patio 3,2020-01-21,Hernan Vega,489278579,2023-07-29,13:00:00,FINALIZADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
7387,80,735760237,Edison,Lozano Herrera,1964-07-27,Terrorismo,CONDENADO,E016,Patio 5,2020-09-04,Miguel Cardenas,1008447755,2024-07-07,18:00:00,DENEGADA,Preso en aislamiento,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
7388,80,735760237,Edison,Lozano Herrera,1964-07-27,Terrorismo,CONDENADO,E016,Patio 5,2020-09-04,Mario Ruiz,958069184,2023-11-05,16:45:00,FINALIZADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1444,Infraccion disciplinaria,Se reportó posesión de arma artesanal durante la requisa,2023-11-05,13:45:00,CANCELADO
7389,7,856528252,Pedro,Gonzalez Vega,1970-03-22,Fabricacion de explosivos,ACTIVO,A021,Patio 2,2020-07-25,Viviana Lozano,252180417,2024-01-20,11:15:00,PERMITIDA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,SI,1445,Trafico interno de sustancias,Se reportó daño al mobiliario del área de visitas,2024-01-20,10:15:00,RESUELTO
7390,23,1065953266,Beatriz,Alvarez Ramirez,1971-02-13,Extorsion,ACTIVO,A006,Patio 5,2021-04-16,Maria Ruiz,549657750,2023-08-18,14:45:00,PENDIENTE,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7391,118,1029066493,Rafael,Alvarez Buitrago,1981-09-22,Porte ilegal de armas,ACTIVO,E036,Patio 5,2022-02-11,Martha Vargas,634571733,2024-09-13,08:45:00,DENEGADA,Documentos incompletos,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7392,127,562446417,Rafael,Herrera Salcedo,1978-06-26,Estafa,CONDENADO,B007,Patio 2,2020-12-24,Liliana Martinez,377931087,2024-11-13,11:45:00,PERMITIDA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7393,118,1029066493,Rafael,Alvarez Buitrago,1981-09-22,Porte ilegal de armas,ACTIVO,E036,Patio 5,2022-02-11,Liliana Medina,130081404,2024-02-26,13:45:00,DENEGADA,Documentos incompletos,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
7394,41,838194420,Hector,Medina Cardenas,1981-11-30,Secuestro,TRASLADADO,A014,Patio 1,2022-05-17,Oscar Aguilar,839946208,2024-02-09,09:15:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,SI,1446,Incendio provocado,El preso protagonizó un acto de automutilación durante la visita,2024-02-09,12:30:00,RESUELTO
7395,68,168965204,Liliana,Ramos Cruz,1984-05-04,Violencia intrafamiliar,SINDICADO,B013,Patio 4,2022-03-08,Oscar Ruiz,203471068,2023-03-31,15:45:00,PERMITIDA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
7396,78,280162221,Paola,Munar Acosta,1992-03-22,Homicidio,CONDENADO,B002,Patio 3,2020-08-09,Maria Pineda,613593827,2024-10-13,09:00:00,RECHAZADA,Cupo maximo alcanzado,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7397,132,717199615,Felipe,Rios Guerrero,1960-12-25,Fraude procesal,CONDENADO,B031,Patio 1,2020-04-10,Hector Molina,118162004,2024-07-29,11:15:00,CANCELADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7398,126,278632824,Edison,Mendoza Rodriguez,1962-01-23,Porte ilegal de armas,CONDENADO,B036,Patio 3,2022-02-06,David Reyes,522785986,2023-08-15,18:15:00,PENDIENTE,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
7399,107,919382051,Cesar,Castro Parra,1983-04-12,Concierto para delinquir,SINDICADO,B032,Patio 2,2022-06-11,Hernan Gonzalez,672084199,2023-01-10,13:15:00,APROBADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
7400,85,361846370,Cesar,Diaz Zapata,1987-05-18,Concierto para delinquir,ACTIVO,A008,Patio 4,2021-10-27,Wilson Gutierrez,161748332,2024-09-05,16:15:00,CANCELADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7401,102,1092041933,Rodrigo,Lozano Cano,1989-08-28,Fabricacion de explosivos,TRASLADADO,C029,Patio 1,2021-04-05,Yaneth Munar,490915596,2024-02-17,19:15:00,PERMITIDA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
7402,107,919382051,Cesar,Castro Parra,1983-04-12,Concierto para delinquir,SINDICADO,B032,Patio 2,2022-06-11,Nelson Montoya,843783731,2023-03-30,09:00:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,SI,1447,Infraccion disciplinaria,El visitante fue retirado por alterar el orden en visitas,2023-03-30,15:30:00,RESUELTO
7403,8,508157429,Camilo,Diaz Lozano,1997-06-01,Porte ilegal de armas,ACTIVO,C011,Patio 2,2021-06-30,Wilson Sanchez,316046818,2023-02-26,20:30:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,SI,1448,Trafico interno de sustancias,El preso intentó pasar mensajes al visitante sin autorización,2023-02-26,14:45:00,RESUELTO
7404,1,786579303,David,Rodriguez Acosta,1972-05-03,Extorsion,ACTIVO,E029,Patio 1,2020-06-27,Diana Moreno,715695487,2023-07-25,13:30:00,CANCELADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7405,108,781594897,Martha,Perez Parra,1975-08-10,Lavado de activos,ACTIVO,E012,Patio 1,2020-11-25,Luis Cardenas,703342054,2024-10-06,20:00:00,PERMITIDA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
7406,2,734036506,Monica,Gonzalez Rodriguez,1964-03-15,Extorsion,ACTIVO,D035,Patio 1,2021-02-11,Beatriz Soto,864042392,2024-10-30,15:30:00,DENEGADA,Cupo maximo alcanzado,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7407,125,777703980,Wilson,Guerrero Romero,1993-07-01,Homicidio,SINDICADO,A026,Patio 1,2022-06-27,Juan Vargas,422238954,2024-06-26,19:30:00,PENDIENTE,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
7408,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Paola Munar,914186072,2024-04-15,09:15:00,CANCELADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7409,37,592080329,Viviana,Zapata Sanchez,1963-04-15,Abuso sexual,ACTIVO,B028,Patio 2,2021-12-15,Cesar Medina,836880490,2024-08-04,19:15:00,PERMITIDA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7410,69,1071562912,Ruben,Cano Rios,1960-11-16,Fraude procesal,TRASLADADO,D028,Patio 4,2022-09-03,Adriana Moreno,800083454,2024-07-08,19:00:00,PERMITIDA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7411,16,925276600,Jairo,Cruz Ramirez,1973-03-01,Lavado de activos,ACTIVO,A001,Patio 3,2022-10-22,Ruben Aguilar,851768659,2024-08-28,19:30:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
7412,91,228370927,Dario,Buitrago Molina,1990-12-16,Hurto calificado,ACTIVO,E030,Patio 4,2021-07-20,Hector Chavez,555911154,2024-10-17,16:15:00,PERMITIDA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7413,59,404713332,Olga,Vega Lozano,1987-10-11,Porte ilegal de armas,ACTIVO,E033,Patio 2,2021-09-27,Monica Romero,1043943839,2023-08-08,08:30:00,APROBADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,SI,1449,Intento de fuga,El guardia intervino para separar a dos internos en conflicto,2023-08-08,11:45:00,RESUELTO
7414,23,1065953266,Beatriz,Alvarez Ramirez,1971-02-13,Extorsion,ACTIVO,A006,Patio 5,2021-04-16,Diana Chavez,691539646,2023-09-06,11:15:00,CANCELADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
7415,64,960514523,Carolina,Vega Salcedo,1985-01-26,Estafa,ACTIVO,E034,Patio 4,2022-10-30,Jorge Soto,360295149,2024-08-07,20:30:00,FINALIZADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1450,Introduccion de elementos prohibidos,El interno incitó a otros presos a un acto de indisciplina,2024-08-07,08:00:00,EN_PROCESO
7416,70,106330865,Diana,Mendoza Molina,1977-06-29,Fraude procesal,TRASLADADO,C028,Patio 5,2021-03-27,Ivan Bravo,445456095,2023-05-03,21:45:00,APROBADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7417,104,571537429,David,Diaz Rios,1973-08-22,Terrorismo,SINDICADO,B030,Patio 5,2022-10-08,Fabian Ortiz,579779411,2023-05-07,21:15:00,PERMITIDA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7418,23,1065953266,Beatriz,Alvarez Ramirez,1971-02-13,Extorsion,ACTIVO,A006,Patio 5,2021-04-16,Pedro Romero,787123429,2023-01-17,13:45:00,PERMITIDA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
7419,137,638798023,Camilo,Vargas Medina,2000-12-31,Fraude procesal,TRASLADADO,B036,Patio 3,2020-08-23,Viviana Alvarez,923043152,2023-01-03,14:15:00,CANCELADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
7420,35,765055833,Andres,Ramos Vega,1986-03-07,Estafa,SINDICADO,B027,Patio 2,2021-10-05,Mario Rios,451478017,2024-04-04,08:15:00,PERMITIDA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
7421,60,341206079,Ivan,Flores Rodriguez,1962-01-27,Extorsion,LIBERADO,D037,Patio 1,2022-07-21,Natalia Rios,159754292,2024-11-22,21:00:00,FINALIZADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
7422,123,939156387,Rodrigo,Cruz Bedoya,1991-01-27,Lavado de activos,CONDENADO,C005,Patio 5,2022-02-17,Monica Diaz,428587288,2023-01-16,20:45:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
7423,68,168965204,Liliana,Ramos Cruz,1984-05-04,Violencia intrafamiliar,SINDICADO,B013,Patio 4,2022-03-08,Jairo Ospina,1087912468,2024-10-21,13:15:00,PERMITIDA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
7424,19,624636385,Luis,Ramirez Ortiz,1999-06-01,Fraude procesal,CONDENADO,B022,Patio 1,2021-05-08,Jairo Ruiz,321928178,2024-12-18,18:00:00,PERMITIDA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
7425,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Wilson Perez,1006242797,2023-01-20,14:00:00,APROBADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
7426,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Adriana Romero,142170554,2023-08-07,09:15:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,SI,1451,Trafico interno de sustancias,Se detectó comunicación no autorizada entre preso y visitante,2023-08-07,10:45:00,RESUELTO
